id,studentId,jobId,status,createdAt,updatedAt
40253,10673,30173,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40254,10684,30173,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40255,10702,30173,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40256,10709,30173,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40257,10659,30009,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40258,10676,30009,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40259,10679,30009,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40260,10701,30009,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40261,10662,30142,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40262,10711,30142,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40263,10715,30142,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40264,10663,30134,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40265,10664,30093,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40266,10691,30093,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40267,10697,30093,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40268,10708,30093,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40269,10716,30093,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40270,10718,30093,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40271,10727,30093,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40272,10665,30106,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40273,10668,30136,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40274,10671,30136,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40275,10709,30136,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40276,10680,30057,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40277,10726,30057,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40278,10728,30057,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40279,10696,30133,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40280,10699,30167,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
40281,10704,30021,SELECTED,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
